siteName,patchName,year,SPCD,treeName,dbh,STATUSCD,PREV_TRE_CN,PREV_STATUS_CD,AGENTCD,species_name,status,mort_cause,status_before,reg,mort,living,complete,year_before,dbh_before,period_length,dbh_growth,rel_growth,trees,siteID,patchID,species,OrigYear
11_51146,11_51146_1,2,351,11_51146_1_100,26.416,1,44871967020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,18.796,10,7.62,0.405405405405405,1,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_102,24.384,2,44871969020004,1,50,Alnus rubra,dead,weather,alive,,TRUE,,TRUE,2011,18.034,10,6.35,,,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_104,25.146,1,44871971020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,19.812,10,5.334,0.269230769230769,1,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_117,25.908,1,44871975020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,18.796,10,7.112,0.378378378378379,1,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_118,18.796,2,44871976020004,1,50,Alnus rubra,dead,weather,new,,TRUE,,TRUE,2011,14.224,10,4.572,,,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_122,26.924,1,44871980020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,19.05,10,7.874,0.413333333333333,1,29,1,8,2021
11_51146,11_51146_1,2,351,11_51146_1_124,23.622,1,44871982020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,18.034,10,5.588,0.309859154929578,1,29,1,8,2021
11_51146,11_51146_2,0,312,11_51146_2_109,22.606,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2001
11_51146,11_51146_2,0,312,11_51146_2_110,17.526,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2001
11_51146,11_51146_2,0,312,11_51146_2_112,15.24,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2001
11_51146,11_51146_2,0,312,11_51146_2_113,19.812,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2001
11_51146,11_51146_2,0,312,11_51146_2_115,19.304,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2001
11_51146,11_51146_2,1,312,11_51146_2_109,25.4,1,23909760010900,1,,Acer macrophyllum,alive,"",new,,,TRUE,TRUE,2001,22.606,10,2.794,0.123595505617977,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_110,18.542,1,23909762010900,1,,Acer macrophyllum,alive,"",new,,,TRUE,TRUE,2001,17.526,10,1.016,0.0579710144927537,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_112,19.05,1,23909764010900,1,,Acer macrophyllum,alive,"",new,,,TRUE,TRUE,2001,15.24,10,3.81,0.25,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_113,22.86,1,23909766010900,1,,Acer macrophyllum,alive,"",new,,,TRUE,TRUE,2001,19.812,10,3.048,0.153846153846154,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_114,14.732,1,23909768010900,1,,Acer macrophyllum,alive,"",,,,TRUE,TRUE,,,,,,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_115,19.812,1,23909770010900,1,,Acer macrophyllum,alive,"",new,,,TRUE,TRUE,2001,19.304,10,0.508000000000003,0.0263157894736843,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_125,13.462,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2011
11_51146,11_51146_2,1,312,11_51146_2_126,18.542,1,,,,Acer macrophyllum,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,2,7,2011
11_51146,11_51146_2,2,312,11_51146_2_113,23.368,2,44871988020004,1,50,Acer macrophyllum,dead,weather,alive,,TRUE,,TRUE,2011,22.86,10,0.507999999999999,,,29,2,7,2021
11_51146,11_51146_2,2,981,11_51146_2_114,18.034,1,44871989020004,1,,other,alive,"",alive,,,TRUE,TRUE,2011,14.732,10,3.302,0.224137931034483,1,29,2,28,2021
11_51146,11_51146_3,0,351,11_51146_3_116,26.416,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,0,351,11_51146_3_117,20.066,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,0,351,11_51146_3_118,29.718,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,0,351,11_51146_3_119,19.304,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,0,351,11_51146_3_124,29.972,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,0,351,11_51146_3_125,30.48,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,3,8,2001
11_51146,11_51146_3,1,351,11_51146_3_116,33.528,1,23909742010900,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2001,26.416,10,7.112,0.269230769230769,1,29,3,8,2011
11_51146,11_51146_3,1,351,11_51146_3_117,20.066,2,23909744010900,1,50,Alnus rubra,dead,weather,new,,TRUE,,TRUE,2001,20.066,10,0,,,29,3,8,2011
11_51146,11_51146_3,1,351,11_51146_3_118,31.75,1,23909746010900,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2001,29.718,10,2.032,0.0683760683760684,1,29,3,8,2011
11_51146,11_51146_3,1,351,11_51146_3_119,21.59,1,23909748010900,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2001,19.304,10,2.286,0.118421052631579,1,29,3,8,2011
11_51146,11_51146_3,1,351,11_51146_3_124,33.782,1,23909750010900,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2001,29.972,10,3.81,0.127118644067797,1,29,3,8,2011
11_51146,11_51146_3,1,351,11_51146_3_125,37.084,1,23909752010900,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2001,30.48,10,6.604,0.216666666666667,1,29,3,8,2011
11_51146,11_51146_3,2,351,11_51146_3_116,37.338,1,44871993020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,33.528,10,3.81,0.113636363636364,1,29,3,8,2021
11_51146,11_51146_3,2,351,11_51146_3_118,33.782,1,44871995020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,31.75,10,2.032,0.0639999999999998,1,29,3,8,2021
11_51146,11_51146_3,2,351,11_51146_3_119,21.844,2,44871996020004,1,50,Alnus rubra,dead,weather,alive,,TRUE,,TRUE,2011,21.59,10,0.254000000000001,,,29,3,8,2021
11_51146,11_51146_3,2,351,11_51146_3_124,37.846,1,44871997020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,33.782,10,4.064,0.120300751879699,1,29,3,8,2021
11_51146,11_51146_3,2,351,11_51146_3_125,43.942,1,44871998020004,1,,Alnus rubra,alive,"",alive,,,TRUE,TRUE,2011,37.084,10,6.858,0.184931506849315,1,29,3,8,2021
11_51146,11_51146_4,1,351,11_51146_4_137,16.002,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2011
11_51146,11_51146_4,1,351,11_51146_4_138,17.526,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2011
11_51146,11_51146_4,1,351,11_51146_4_139,15.24,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2011
11_51146,11_51146_4,1,351,11_51146_4_140,17.78,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2011
11_51146,11_51146_4,1,351,11_51146_4_141,16.764,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2011
11_51146,11_51146_4,2,351,11_51146_4_120,17.018,1,44871999020004,1,,Alnus rubra,alive,"",,,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_134,17.272,1,44872004020004,1,,Alnus rubra,alive,"",,,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_137,20.32,1,44872007020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,16.002,10,4.318,0.26984126984127,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_138,25.146,1,44872008020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,17.526,10,7.62,0.434782608695652,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_139,21.336,1,44872009020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,15.24,10,6.096,0.4,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_140,22.352,1,44872010020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,17.78,10,4.572,0.257142857142857,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_141,24.384,1,44872011020004,1,,Alnus rubra,alive,"",new,,,TRUE,TRUE,2011,16.764,10,7.62,0.454545454545455,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_152,12.954,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_153,13.208,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_154,17.78,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_155,13.462,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_51146,11_51146_4,2,351,11_51146_4_156,14.478,1,,,,Alnus rubra,new,"",,TRUE,,TRUE,TRUE,,,,,,1,29,4,8,2021
11_57353,11_57353_1,0,202,11_57353_1_100,54.102,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_101,33.528,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_102,52.324,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_103,36.322,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_104,120.904,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_105,85.09,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_106,70.104,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_107,100.076,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_108,102.362,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_109,81.026,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_110,92.202,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,0,202,11_57353_1_111,79.502,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,1,21,2002
11_57353,11_57353_1,1,202,11_57353_1_100,56.896,1,24012954010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,54.102,10,2.794,0.051643192488263,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_101,35.56,2,24012956010900,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2002,33.528,10,2.032,,,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_102,52.578,2,24012958010900,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2002,52.324,10,0.254000000000005,,,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_103,36.322,1,24012960010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,36.322,10,0,0,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_104,127.254,1,24012962010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,120.904,10,6.35000000000001,0.0525210084033614,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_105,86.868,1,24012966010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,85.09,10,1.77799999999999,0.0208955223880596,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_106,72.644,1,24012968010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,70.104,10,2.54000000000001,0.0362318840579712,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_107,104.394,1,24012970010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,100.076,10,4.31800000000001,0.0431472081218276,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_108,106.172,1,24012973010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,102.362,10,3.81,0.0372208436724566,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_109,83.566,1,24012976010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,81.026,10,2.54000000000001,0.0313479623824453,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_110,98.298,1,24012979010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,92.202,10,6.096,0.0661157024793388,1,30,1,21,2012
11_57353,11_57353_1,1,202,11_57353_1_111,82.804,1,24012982010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,79.502,10,3.30200000000001,0.0415335463258786,1,30,1,21,2012
11_57353,11_57353_1,2,202,11_57353_1_100,58.928,1,177338689020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,56.896,10,2.032,0.0357142857142856,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_101,35.56,2,177338690020004,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2012,35.56,10,0,,,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_102,52.832,2,177338691020004,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2012,52.578,10,0.253999999999998,,,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_103,37.084,1,177338692020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,36.322,10,0.762000000000001,0.020979020979021,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_104,132.334,1,177338693020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,127.254,10,5.08,0.0399201596806387,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_105,88.646,1,177338694020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,86.868,10,1.77800000000001,0.0204678362573101,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_106,74.422,1,177338695020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,72.644,10,1.77799999999999,0.0244755244755244,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_107,107.696,1,177338696020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,104.394,10,3.30199999999999,0.0316301703163016,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_108,109.982,1,177338697020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,106.172,10,3.81,0.035885167464115,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_109,84.582,1,177338698020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,83.566,10,1.01599999999999,0.0121580547112461,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_110,102.616,1,177338699020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,98.298,10,4.318,0.0439276485788114,1,30,1,21,2022
11_57353,11_57353_1,2,202,11_57353_1_111,85.344,1,177338700020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,82.804,10,2.53999999999999,0.0306748466257667,1,30,1,21,2022
11_57353,11_57353_2,0,202,11_57353_2_113,106.172,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_114,93.98,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_115,98.806,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_116,101.854,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_117,90.932,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_118,33.274,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_119,90.17,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_120,38.608,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_121,89.408,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_122,38.862,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_123,87.884,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,0,202,11_57353_2_124,90.17,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,2,21,2002
11_57353,11_57353_2,1,202,11_57353_2_113,111.252,1,24012987010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,106.172,10,5.08,0.0478468899521531,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_114,99.314,1,24012990010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,93.98,10,5.33399999999999,0.0567567567567566,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_115,101.6,1,24012993010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,98.806,10,2.794,0.0282776349614395,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_116,109.22,1,24012996010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,101.854,10,7.366,0.0723192019950125,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_117,96.266,1,24012999010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,90.932,10,5.334,0.0586592178770951,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_118,32.258,2,24013003010900,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2002,33.274,10,-1.016,,,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_119,94.996,1,24013005010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,90.17,10,4.82599999999999,0.0535211267605633,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_120,39.116,2,24013007010900,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2002,38.608,10,0.508000000000003,,,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_121,95.25,1,24013009010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,89.408,10,5.842,0.0653409090909092,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_122,35.56,2,24013012010900,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2002,38.862,10,-3.302,,,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_123,90.17,1,24013014010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,87.884,10,2.286,0.0260115606936417,1,30,2,21,2012
11_57353,11_57353_2,1,202,11_57353_2_124,94.488,1,24013018010900,1,,Pseudotsuga menziesii,alive,"",new,,,TRUE,TRUE,2002,90.17,10,4.318,0.0478873239436619,1,30,2,21,2012
11_57353,11_57353_2,2,202,11_57353_2_113,113.03,1,177338702020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,111.252,10,1.77800000000001,0.0159817351598175,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_114,104.394,1,177338703020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,99.314,10,5.08000000000001,0.0511508951406652,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_115,106.68,1,177338704020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,101.6,10,5.08000000000001,0.05,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_116,115.062,1,177338705020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,109.22,10,5.842,0.0534883720930233,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_117,100.076,1,177338706020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,96.266,10,3.80999999999999,0.0395778364116093,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_119,96.266,1,177338708020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,94.996,10,1.27000000000001,0.0133689839572193,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_120,40.386,2,177338709020004,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2012,39.116,10,1.27,,,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_121,98.806,1,177338710020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,95.25,10,3.556,0.0373333333333332,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_122,30.734,2,177338711020004,2,,Pseudotsuga menziesii,dead,"",dead,,,,TRUE,2012,35.56,10,-4.826,,,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_123,94.234,1,177338712020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,90.17,10,4.06399999999999,0.0450704225352112,1,30,2,21,2022
11_57353,11_57353_2,2,202,11_57353_2_124,98.298,1,177338713020004,1,,Pseudotsuga menziesii,alive,"",alive,,,TRUE,TRUE,2012,94.488,10,3.81,0.0403225806451613,1,30,2,21,2022
11_57353,11_57353_3,0,202,11_57353_3_136,34.036,2,,,,Pseudotsuga menziesii,dead,"",,,,,TRUE,,,,,,,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_137,66.548,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_138,86.36,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_139,81.026,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_140,94.488,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_141,59.182,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,202,11_57353_3_142,98.044,1,,,,Pseudotsuga menziesii,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,21,2002
11_57353,11_57353_3,0,431,11_57353_3_143,23.368,1,,,,Chrysolepis chrysophylla var. chrysophylla,new,"",,TRUE,,TRUE,TRUE,,,,,,1,30,3,11,2002
